ID,Lot Frontage,Lot Area,Year Built,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood,Lot Config,Lot Shape,Overall Qual,Overall Cond,Year Remod/Add,2nd Flr SF,TotRms AbvGrd,SalePrice,SalePrice_BoxCox,SalePrice_BoxCox_Normalized,Total Bsmt SF
1404,124.0,11512,1959,1357,1357,312.0,Edwards,Corner,IR1,6,7,2006,0,5,177000,12.65959859404829,1919343.7248594624,1019.0
1405,50.0,5190,1948,617,1079,249.0,Edwards,Inside,Reg,7,5,1950,462,5,125600,12.283846497915942,1862375.2971121955,570.0
1406,85.0,10452,1953,1094,1094,495.0,Edwards,Inside,IR1,6,5,1953,0,5,155000,12.514103728048559,1897284.9955892342,1094.0
1407,75.0,45600,1908,1307,2358,360.0,ClearCr,Inside,IR2,6,8,1997,1051,10,240000,12.993942867537351,1970034.240715599,907.0
1408,85.0,19550,1940,1518,1518,0.0,Edwards,Inside,Reg,5,7,2007,0,5,260000,13.081962992191531,1983379.1246517876,1580.0
1409,66.0,21780,1918,1163,1674,396.0,Edwards,Inside,Reg,6,7,1950,511,8,185000,12.708090805899856,1926695.7132997268,1163.0
1410,120.0,13728,1935,1236,2108,540.0,Edwards,Corner,Reg,6,7,1986,872,7,235000,12.97080012508741,1966525.5293479078,1127.0
1411,68.0,9571,1956,1509,1509,322.0,Edwards,Inside,Reg,5,6,1956,0,6,159900,12.54820856646763,1902455.6893612903,1509.0
1412,50.0,9350,1975,864,864,0.0,Edwards,Inside,Reg,5,5,1975,0,4,99600,12.030352019921251,1823942.5591378387,864.0
1413,50.0,9360,1962,621,1269,280.0,Edwards,Corner,Reg,6,8,2001,648,7,134500,12.358756620181715,1873732.5508221872,621.0
1414,50.0,8405,1900,961,1367,384.0,Edwards,Inside,Reg,5,8,1950,406,7,119000,12.22481131124397,1853424.8699526808,861.0
1415,70.0,7000,1910,820,1347,0.0,Edwards,Inside,Reg,5,7,1991,527,5,107500,12.113724380776441,1836582.787534126,1117.0
1416,68.0,10880,1950,1164,1164,240.0,Edwards,Inside,Reg,5,5,1950,0,5,125000,12.278608435278668,1861581.1453404357,1164.0
1417,60.0,9600,1924,572,1096,0.0,Edwards,Corner,Reg,6,5,1950,524,5,79000,11.777552691526529,1785615.2140013787,572.0
1418,60.0,9084,1941,616,1111,200.0,Edwards,Inside,Reg,5,6,1950,495,5,95000,11.97872761731431,1816115.6938184404,616.0
1419,86.0,11839,1990,1532,2329,514.0,SawyerW,Inside,Reg,7,5,1990,797,10,262280,13.091567425913524,1984835.269525437,1475.0
1420,,9771,1995,1093,2814,614.0,SawyerW,Corner,IR3,6,5,2002,1721,9,260000,13.081962992191531,1983379.1246517876,1077.0
1421,80.0,9938,1994,1626,1626,534.0,SawyerW,Inside,Reg,7,5,1994,0,7,226500,12.930312470014801,1960387.1256599394,1602.0
1422,,14171,1993,1101,2200,453.0,SawyerW,CulDSac,IR2,7,5,1994,1099,9,225000,12.923011354703972,1959280.1908900742,812.0
1423,85.0,10541,1996,1302,2037,472.0,SawyerW,Corner,IR1,7,5,1996,735,8,229000,12.942375026054043,1962215.9507263654,672.0
1424,65.0,10616,2007,628,1356,484.0,CollgCr,Inside,IR1,7,5,2007,728,6,177439,12.66231549516681,1919755.6389556446,628.0
1425,65.0,9345,2007,1615,1615,864.0,CollgCr,Inside,IR1,8,5,2007,0,7,248500,13.03220888795785,1975835.8185163308,1615.0
1426,91.0,11778,2008,2276,2276,1348.0,CollgCr,Inside,Reg,9,5,2008,0,7,475000,13.746389273793707,2084113.9469094558,2271.0
1427,91.0,11778,2008,1766,1766,874.0,CollgCr,Inside,Reg,9,5,2008,0,8,395039,13.54283298699814,2053252.4248150303,1751.0
1428,59.0,11228,1993,1080,2097,678.0,SawyerW,CulDSac,IR2,7,5,1993,1017,9,228000,12.93756575997905,1961486.8095459675,1080.0
1429,,11454,1995,1511,1511,811.0,SawyerW,Corner,IR2,8,5,1995,0,6,225000,12.923011354703972,1959280.1908900742,1401.0
1430,,11500,1966,1643,1643,438.0,ClearCr,CulDSac,IR1,6,6,1966,0,6,195000,12.765860133244088,1935454.2213285416,1182.0
1431,79.0,12798,1997,616,1688,603.0,ClearCr,Inside,IR1,6,5,1997,1072,8,200000,12.793651258901441,1939667.6821457162,616.0
1432,65.0,9750,1994,990,990,528.0,CollgCr,Inside,Reg,5,7,1994,0,5,155000,12.514103728048559,1897284.9955892342,990.0
1433,75.0,9525,1995,1099,1099,352.0,CollgCr,Inside,Reg,5,6,2006,0,6,144000,12.433472881653598,1885060.4129606031,1099.0
1434,57.0,9245,1994,990,990,672.0,CollgCr,Inside,IR2,5,5,1995,0,5,145000,12.44105127001697,1886209.3855794172,990.0
1435,,8696,1997,1418,1418,558.0,CollgCr,Inside,IR1,7,5,1998,0,5,226001,12.927888972090795,1960019.6949315413,1418.0
1436,,13142,1997,872,1771,600.0,CollgCr,Corner,IR1,6,5,1997,899,6,215700,12.876637052476882,1952249.3024054954,864.0
1437,68.0,8998,2000,782,1652,532.0,CollgCr,Inside,IR1,7,5,2000,870,6,207500,12.834071217207981,1945795.8222094325,782.0
1438,68.0,9179,1999,882,1790,588.0,CollgCr,Inside,IR1,7,5,1999,908,7,193000,12.754545173589703,1933738.740648142,873.0
1439,57.0,8924,1998,880,1724,527.0,CollgCr,CulDSac,IR1,7,5,1999,844,8,188000,12.72574068468929,1929371.6420700878,880.0
1440,93.0,9382,1999,1479,1479,577.0,CollgCr,CulDSac,IR1,7,5,2000,0,6,191000,12.743113253292215,1932005.5273615555,1468.0
1441,88.0,12803,2002,1494,1494,530.0,CollgCr,Inside,IR1,7,5,2002,0,6,221000,12.903303013224875,1956292.1750170365,1494.0
1442,80.0,12435,2001,963,1792,564.0,CollgCr,Inside,Reg,7,5,2001,829,7,231500,12.954307602920546,1964025.0694247205,963.0
1443,75.0,12192,2000,928,1823,626.0,CollgCr,Inside,IR1,7,5,2001,895,6,235000,12.97080012508741,1966525.5293479078,928.0
1444,68.0,11250,2001,920,1786,608.0,CollgCr,Inside,IR1,7,5,2002,866,6,223500,12.915661776697167,1958165.9086067204,920.0
1445,,9200,1975,938,938,308.0,CollgCr,CulDSac,IR1,5,6,1980,0,5,130250,12.323619037660398,1868405.2809235444,938.0
1446,65.0,8385,1977,985,985,328.0,CollgCr,Inside,Reg,5,8,1977,0,6,149900,12.477451229621742,1891728.0466596673,985.0
1447,,12250,1978,1174,1174,528.0,CollgCr,Inside,IR1,5,6,1978,0,5,158000,12.535108980019043,1900469.6383138152,864.0
1448,,10970,1978,1026,1026,576.0,CollgCr,Inside,IR1,6,6,1978,0,5,147000,12.456053683434318,1888483.9275276824,940.0
1449,,9216,1975,1076,1076,576.0,CollgCr,Inside,IR1,5,6,1975,0,5,143195,12.427334239501636,1884129.7227648573,1076.0
1450,40.0,14330,1975,1558,1558,440.0,CollgCr,CulDSac,IR1,5,6,2001,0,5,163000,12.569253523742017,1905646.3518759431,864.0
1451,88.0,7990,1975,924,924,280.0,CollgCr,Inside,IR1,5,6,1975,0,5,110000,12.138844925637665,1840391.3569596305,924.0
1452,60.0,7180,1972,864,864,352.0,CollgCr,Inside,IR1,5,7,1972,0,5,127000,12.295972709974448,1864213.7731782347,864.0
1453,60.0,7200,1972,780,780,352.0,CollgCr,Inside,Reg,5,7,1972,0,4,124900,12.277732999758312,1861448.4190410925,780.0
1454,75.0,9742,2002,1795,1795,534.0,CollgCr,Inside,Reg,8,5,2002,0,7,230000,12.947163496495815,1962941.9390447019,1777.0
1455,75.0,9473,2002,1128,2031,577.0,CollgCr,Inside,Reg,8,5,2002,903,7,237000,12.98011532334383,1967937.8227303936,1128.0
1456,,10316,2000,992,1865,839.0,CollgCr,Inside,IR1,7,5,2000,873,7,235000,12.97080012508741,1966525.5293479078,992.0
1457,,10400,2001,1290,2161,570.0,CollgCr,Inside,Reg,7,5,2001,871,8,230500,12.949549989618449,1963303.7594109077,1257.0
1458,73.0,9066,1999,1004,1852,660.0,CollgCr,Inside,IR1,8,5,2000,848,7,230000,12.947163496495815,1962941.9390447019,1004.0
1459,75.0,11404,1998,1153,2031,541.0,CollgCr,Inside,IR1,7,5,1999,878,8,222500,12.910734813762328,1957418.9232010308,1153.0
1460,,9240,2001,1055,2263,905.0,CollgCr,Inside,Reg,8,5,2002,1208,7,287000,13.190684781376802,1999862.6238937268,1055.0
1461,,9720,2001,1366,1947,725.0,CollgCr,CulDSac,IR1,9,5,2002,581,7,274000,13.139665731612686,1992127.537169962,1357.0
1462,,14860,2002,1786,1786,715.0,CollgCr,CulDSac,IR2,8,5,2003,0,6,300000,13.239460184444507,2007257.5474460027,1778.0
1463,,11250,2002,1149,2290,779.0,CollgCr,Corner,Reg,8,5,2002,1141,9,255900,13.064479662427107,1980728.4466683052,1128.0
1464,65.0,8158,2003,884,1768,543.0,CollgCr,Inside,Reg,7,5,2003,884,8,224900,12.922522897688,1959206.1350737289,884.0
1465,41.0,10905,2003,1129,2327,596.0,CollgCr,CulDSac,IR2,7,5,2003,1198,9,240000,12.993942867537351,1970034.240715599,1129.0
1466,72.0,7226,2003,798,1640,595.0,CollgCr,CulDSac,IR1,7,5,2003,842,6,183000,12.696165716379086,1924887.7297708646,798.0
1467,96.0,11690,1999,886,1764,560.0,CollgCr,Inside,IR1,8,5,2000,878,7,207000,12.83142200987784,1945394.1712860498,850.0
1468,70.0,8750,1994,933,1908,493.0,CollgCr,Inside,Reg,7,5,1995,975,8,210000,12.847222946827797,1947789.7787736405,915.0
1469,37.0,4435,2003,848,848,420.0,CollgCr,Inside,Reg,6,5,2003,0,3,136500,12.374912402584634,1876181.957045053,848.0
1470,,4426,2004,848,848,420.0,CollgCr,Inside,Reg,6,5,2004,0,3,145000,12.44105127001697,1886209.3855794172,848.0
1471,75.0,13125,1997,1493,1493,508.0,CollgCr,Inside,Reg,6,5,1998,0,7,208900,12.841455433100544,1946915.3560027925,1478.0
1472,83.0,10126,1997,1838,1838,721.0,CollgCr,Corner,Reg,6,5,1998,0,8,185000,12.708090805899856,1926695.7132997268,1838.0
1473,70.0,9135,2002,1536,1536,532.0,CollgCr,Inside,Reg,7,5,2003,0,7,214000,12.867945934618854,1950931.6269358578,1536.0
1474,65.0,8450,2003,856,1710,548.0,CollgCr,Inside,Reg,7,5,2003,854,8,208500,12.83935068030861,1946596.2507773307,856.0
1475,75.0,9750,2004,1445,1445,470.0,CollgCr,Inside,Reg,7,5,2004,0,6,186500,12.716950963423363,1928039.0171665656,1445.0
1476,65.0,8450,2004,1436,1436,484.0,CollgCr,Inside,Reg,7,5,2004,0,8,210000,12.847222946827797,1947789.7787736405,1436.0
1477,64.0,8320,2004,770,1582,520.0,CollgCr,Inside,Reg,7,5,2004,812,6,185900,12.713415416124567,1927502.9867015039,770.0
1478,85.0,11049,2007,1234,1234,484.0,CollgCr,Corner,Reg,8,5,2007,0,7,179900,12.67742379626544,1922046.2347191302,1234.0
1479,85.0,11058,2007,1564,1564,814.0,CollgCr,Corner,Reg,7,6,2007,0,6,218836,12.892492727322358,1954653.2088004723,1564.0
1480,74.0,9627,2007,1361,1361,610.0,CollgCr,Inside,Reg,7,5,2007,0,6,193000,12.754545173589703,1933738.740648142,1351.0
1481,63.0,8199,2005,728,1456,410.0,CollgCr,Inside,Reg,7,5,2005,728,7,189000,12.73156191946465,1930254.2095823225,728.0
1482,,4426,2004,848,848,420.0,CollgCr,Inside,Reg,6,5,2004,0,3,149300,12.473058055936859,1891061.9899690354,848.0
1483,,4426,2004,848,848,420.0,CollgCr,Inside,Reg,6,5,2004,0,3,141000,12.410420331845494,1881565.3758559513,848.0
1484,,4438,2004,848,848,420.0,CollgCr,Inside,Reg,6,5,2004,0,3,149000,12.47085489470052,1890727.9648684456,848.0
1485,,4438,2004,848,848,420.0,CollgCr,Inside,Reg,6,5,2004,0,4,144500,12.437268581434605,1885635.8855952185,848.0
1486,67.0,8777,1910,796,796,0.0,Edwards,Inside,Reg,5,7,1950,0,4,85000,11.857368913591054,1797716.2900207702,796.0
1487,67.0,8777,1900,1272,2200,0.0,Edwards,Inside,Reg,5,7,2003,928,9,145900,12.447827605504092,1887236.75756899,1272.0
1488,75.0,9825,1966,1092,1092,264.0,Edwards,Inside,Reg,5,5,1966,0,6,123000,12.260966237668473,1858906.3811269975,1092.0
1489,75.0,9937,1965,1256,1256,276.0,Edwards,Inside,Reg,5,6,1965,0,6,147500,12.459772636443791,1889047.764451006,1256.0
1490,64.0,12102,1976,1033,1033,504.0,Edwards,Inside,Reg,5,5,1976,0,6,165000,12.582621162671286,1907673.0428254565,456.0
1491,65.0,6500,1976,1127,1127,480.0,Edwards,Inside,Reg,6,6,1976,0,6,135000,12.362817805398366,1874348.274164692,1127.0
1492,63.0,13907,1940,996,996,0.0,Edwards,Inside,Reg,5,6,1969,0,6,108000,12.118794547389092,1837351.4842980625,996.0
1493,90.0,10012,1972,1181,1181,588.0,Edwards,Inside,Reg,4,5,1972,0,6,137500,12.382902413782949,1877393.3365166162,1138.0
1494,60.0,6931,2003,760,1656,397.0,Edwards,Inside,Reg,7,5,2004,896,7,165400,12.585275386837003,1908075.4543599957,746.0
1495,,9638,1977,1117,1117,542.0,Edwards,CulDSac,IR1,6,6,1977,0,6,147000,12.456053683434318,1888483.9275276824,1029.0
1496,72.0,7200,1976,684,1398,440.0,Edwards,Inside,Reg,6,7,2001,714,6,160500,12.552313202472313,1903078.000353217,684.0
1497,60.0,7024,2005,1132,1132,451.0,Edwards,Inside,Reg,4,5,2005,0,5,176000,12.653384704452451,1918401.626268092,1132.0
1498,123.0,47007,1959,3820,3820,624.0,Edwards,Inside,IR1,5,7,1996,0,11,284700,13.181827515274453,1998519.7584002707,0.0
1499,313.0,63887,2008,4692,5642,1418.0,Edwards,Corner,IR3,10,5,2008,950,12,160000,12.548893732768592,1902559.5686138994,6110.0
1500,35.0,3675,2005,1072,1072,525.0,Edwards,Inside,Reg,6,5,2005,0,5,148000,12.463479100182681,1889609.7078543305,547.0
1501,65.0,6040,1955,1152,1152,0.0,Edwards,Inside,Reg,4,5,1955,0,6,82000,11.818185410847079,1791775.6111318667,0.0
1502,65.0,6012,1955,1152,1152,0.0,Edwards,Corner,Reg,4,5,1955,0,6,82000,11.818185410847079,1791775.6111318667,0.0
1503,92.0,12108,1955,1440,1440,0.0,Edwards,Inside,Reg,4,4,1955,0,8,118000,12.215584138615547,1852025.9222885019,1440.0
1504,74.0,6845,1955,1152,1152,0.0,Edwards,Inside,Reg,4,5,1955,0,6,82500,11.824813794451218,1792780.5518795562,0.0
1505,56.0,6931,1955,784,784,0.0,Edwards,Inside,Reg,4,5,1955,0,4,91900,11.942518511701019,1810625.968443235,784.0
1506,60.0,12180,1938,585,1053,0.0,Edwards,Inside,Reg,5,7,2007,468,5,120000,12.23396185593086,1854812.1999215828,585.0
1507,57.0,8050,1947,929,1137,0.0,Edwards,Inside,Reg,5,8,1993,208,8,96000,11.990158206718117,1817848.7053259239,0.0
1508,68.0,9520,1953,930,930,286.0,Edwards,Inside,Reg,4,5,1953,0,5,99000,12.023754192993856,1822942.251140968,911.0
1509,70.0,11767,1946,768,1200,240.0,Edwards,Inside,Reg,5,6,1995,432,6,130500,12.325717239759182,1868723.3929870382,768.0
1510,60.0,8172,1954,997,1470,548.0,Edwards,Inside,Reg,4,6,1972,473,7,135000,12.362817805398366,1874348.274164692,941.0
1511,59.0,16466,1955,872,1393,300.0,Edwards,Inside,IR1,5,7,1955,521,8,135500,12.366864091513582,1874961.7386285549,816.0
1512,62.0,7692,1954,1204,1204,312.0,Edwards,Inside,Reg,4,6,1954,0,6,100000,12.034728695038693,1824606.1144520135,416.0
1513,67.0,5142,1923,949,1292,205.0,Edwards,Inside,Reg,4,7,2008,343,6,108000,12.118794547389092,1837351.4842980625,949.0
1514,67.0,5604,1925,864,864,0.0,Edwards,Inside,Reg,5,6,1950,0,5,98000,12.01266912876454,1821261.6253051527,864.0
1515,45.0,8248,1914,864,864,0.0,Edwards,Inside,Reg,3,3,1950,0,5,67000,11.598077617583279,1758404.6864019006,864.0
1516,55.0,5687,1912,936,1716,0.0,SWISU,Inside,Reg,5,6,2000,780,9,135900,12.370090466567268,1875450.8949526926,780.0
1517,,12155,1925,810,1482,400.0,SWISU,Inside,IR1,6,8,1950,672,7,140000,12.402627859225918,1880383.9455513142,672.0
1518,60.0,8400,1939,1052,2192,240.0,SWISU,Inside,Reg,5,8,1997,720,8,179500,12.674982171980568,1921676.0558216856,720.0
1519,60.0,8400,1925,1390,1694,576.0,SWISU,Inside,Reg,6,5,1950,304,7,136500,12.374912402584634,1876181.957045053,1181.0
1520,60.0,7290,1921,1424,1424,312.0,SWISU,Corner,Reg,7,8,1950,0,7,168000,12.602374118632742,1910667.8227776357,1228.0
1521,55.0,8525,1911,1024,1964,0.0,SWISU,Inside,Reg,5,6,1950,940,7,130000,12.321516835275267,1868086.5623696875,940.0
1522,51.0,9842,1921,990,2601,621.0,SWISU,Inside,Reg,5,6,1998,1611,8,189000,12.73156191946465,1930254.2095823225,612.0
1523,64.0,7804,1930,960,1920,480.0,SWISU,Inside,Reg,6,7,1950,960,10,161900,12.56183177372527,1904521.1274688395,960.0
1524,66.0,8969,1926,672,1316,369.0,Crawfor,Inside,Reg,6,6,1950,644,6,145000,12.44105127001697,1886209.3855794172,644.0
1525,79.0,11526,1922,1423,2555,672.0,Crawfor,Inside,IR1,6,7,1994,748,11,191000,12.743113253292215,1932005.5273615555,588.0
1526,63.0,15576,1915,840,1680,308.0,Crawfor,Inside,Reg,6,7,1976,840,8,177000,12.65959859404829,1919343.7248594624,840.0
1527,63.0,15564,1914,676,1264,400.0,Crawfor,Inside,Reg,6,6,1995,588,6,147500,12.459772636443791,1889047.764451006,676.0
1528,52.0,6292,1930,790,790,160.0,SWISU,Inside,Reg,6,5,1950,0,4,91000,11.931778951981087,1808997.7251460208,768.0
1529,54.0,7609,1925,798,1512,180.0,Crawfor,Corner,Reg,8,9,1997,714,7,231000,12.95193135105787,1963664.801753714,798.0
1530,51.0,10480,1936,1166,1639,240.0,SWISU,Inside,Reg,6,5,1950,0,6,115000,12.18742969204927,1847757.3777574566,1064.0
1531,,9650,1923,819,1603,599.0,Crawfor,Corner,IR1,6,3,1950,784,7,138000,12.386875820684718,1877995.7516363848,784.0
1532,60.0,7200,1931,851,1502,270.0,Crawfor,Inside,Reg,7,6,2000,651,6,149000,12.47085489470052,1890727.9648684456,776.0
1533,74.0,11988,1934,849,1660,240.0,Crawfor,Inside,IR1,6,7,1995,811,6,188700,12.729818764580841,1929989.9268435903,715.0
1534,,11700,1937,1265,1938,240.0,Crawfor,Inside,IR1,5,6,1995,673,7,198000,12.78261845362598,1937994.97938064,942.0
1535,,9260,1938,932,1374,225.0,Crawfor,Inside,IR1,5,4,1950,442,6,110000,12.138844925637665,1840391.3569596305,884.0
1536,79.0,7801,1951,1091,1091,344.0,Crawfor,Corner,IR1,6,5,1951,0,5,104000,12.07756396638176,1831100.444319126,1091.0
1537,100.0,9670,1935,983,1873,786.0,Crawfor,Inside,IR1,8,6,1950,890,9,257076,13.069522662088177,1981493.0246035394,608.0
1538,,14100,1935,1968,3447,1014.0,Crawfor,Inside,IR1,8,9,1997,1479,11,381000,13.502907363969916,2047199.231781218,728.0
1539,,15660,1939,1137,1954,431.0,Crawfor,Corner,IR1,7,9,2006,817,8,311500,13.280890015229367,2013538.7960296932,798.0
1540,70.0,12392,1950,1218,2161,506.0,Crawfor,Inside,Reg,7,9,2000,943,8,263400,13.096255088509773,1985545.9741912694,832.0
1541,56.0,26073,1956,1898,1898,484.0,Crawfor,CulDSac,IR1,5,5,1956,0,7,236500,12.977793857757094,1967585.8613018154,1898.0
1542,,14778,1954,1640,1640,924.0,Crawfor,CulDSac,IR1,6,7,2006,0,7,224000,12.918117060644066,1958538.1584692441,1296.0
1543,24.0,1879,1980,516,1032,462.0,Blueste,CulDSac,Reg,6,6,1980,516,5,116500,12.201596850966567,1849905.285320638,516.0
1544,24.0,1950,1980,716,1556,452.0,Blueste,Inside,Reg,6,6,1980,840,6,151000,12.485460249213707,1892942.3080267978,716.0
1545,50.0,7000,1926,919,919,195.0,IDOTRR,Inside,Reg,6,8,1998,0,5,126000,12.287324762548252,1862902.6428527283,894.0
1546,60.0,6000,1940,760,1090,240.0,IDOTRR,Inside,Reg,6,8,2006,330,5,120000,12.23396185593086,1854812.1999215828,720.0
1547,40.0,3636,1922,796,796,0.0,IDOTRR,Inside,Reg,4,4,1950,0,5,55000,11.383382707871045,1725854.418346074,796.0
1548,,5890,1930,816,816,432.0,IDOTRR,Corner,Reg,6,8,2007,0,5,120500,12.238508789975587,1855501.5684873622,816.0
1549,71.0,6900,1940,778,778,924.0,IDOTRR,Inside,Reg,5,6,1955,0,4,120500,12.238508789975587,1855501.5684873622,740.0
1550,58.0,8155,1930,780,1200,0.0,IDOTRR,Inside,Reg,5,7,1950,420,7,119000,12.22481131124397,1853424.8699526808,780.0
1551,75.0,6000,1967,1092,1656,288.0,IDOTRR,Inside,Reg,5,5,1967,564,7,126000,12.287324762548252,1862902.6428527283,624.0
1552,60.0,7392,1930,912,912,360.0,IDOTRR,Inside,Reg,5,7,1995,0,5,99500,12.029255125746069,1823776.257107299,520.0
1553,75.0,9000,1958,1151,1955,356.0,IDOTRR,Inside,Reg,5,5,1958,804,7,165500,12.585937947583655,1908175.9063452606,1151.0
1554,80.0,14584,1952,733,733,487.0,IDOTRR,Inside,Reg,1,5,1952,0,4,13100,9.832337985873895,1490697.8348236568,0.0
1555,60.0,5280,1895,825,1361,185.0,IDOTRR,Corner,Reg,4,7,1950,536,6,89000,11.90753093052516,1805321.4405090369,173.0
1556,50.0,8500,1920,649,1317,250.0,IDOTRR,Inside,Reg,4,4,1950,668,6,40000,11.03763918045248,1673435.6418081233,649.0
1557,52.0,5150,1910,671,1049,195.0,IDOTRR,Corner,Reg,4,7,2000,378,5,80900,11.803460662255338,1789543.1664299474,356.0
1558,120.0,18000,1935,894,894,1248.0,IDOTRR,Inside,Reg,3,4,1950,0,6,81000,11.804807460449814,1789747.3568427819,894.0
1559,60.0,9000,1920,432,864,216.0,IDOTRR,Inside,Reg,4,6,1950,432,5,65000,11.565089281656993,1753403.2675114602,592.0
1560,64.0,5587,2008,1652,1652,482.0,Crawfor,Inside,IR1,8,5,2008,0,5,392500,13.53571768747129,2052173.6618988211,1600.0
1561,44.0,3843,2007,1648,1648,525.0,Crawfor,Inside,IR1,8,5,2008,0,5,294464,13.218950910251776,2004148.1007735217,1596.0
1562,44.0,3811,2004,1646,1646,482.0,Crawfor,Inside,IR1,7,5,2005,0,5,250000,13.038826636673068,1976839.1468900468,1594.0
1563,44.0,3842,2004,1646,1646,482.0,Crawfor,Inside,IR1,8,5,2005,0,5,275000,13.143674688232954,1992735.3420442767,1594.0
1564,,23730,1996,2032,2032,786.0,Mitchel,Inside,IR2,7,5,1997,0,7,300000,13.239460184444507,2007257.5474460027,1840.0
1565,,13265,2002,1689,1689,857.0,Mitchel,CulDSac,IR1,8,5,2002,0,7,271000,13.127551160639618,1990290.8260291016,1568.0
1566,,11050,1996,910,1820,816.0,Mitchel,Inside,Reg,7,5,1997,910,8,213000,12.8628014506792,1950151.6627929301,910.0
1567,76.0,9880,1977,1118,1118,358.0,Mitchel,Inside,Reg,6,6,1977,0,6,171000,12.62178009541606,1913609.9966141202,1096.0
1568,75.0,10125,1977,1279,1279,473.0,Mitchel,Inside,Reg,6,6,1977,0,6,171500,12.624981544331478,1914095.3738431553,1196.0
1569,76.0,10260,1976,936,1872,484.0,Mitchel,Inside,Reg,5,4,1976,936,8,100000,12.034728695038693,1824606.1144520135,0.0
1570,74.0,9990,1991,1689,1689,432.0,Mitchel,Inside,Reg,4,5,1991,0,6,228500,12.939973003797165,1961851.775961153,1680.0
1571,,164660,1965,1619,1786,529.0,Timber,Corner,IR1,5,6,1965,167,7,228950,12.942135058150786,1962179.5687758739,1499.0
1572,42.0,4084,1986,1501,1501,512.0,Timber,Inside,IR1,7,6,1986,0,6,241500,13.000792449193906,1971072.7176841008,1277.0
1573,,15498,1976,2898,2898,665.0,Timber,Corner,IR1,8,6,1976,0,10,287000,13.190684781376802,1999862.6238937268,1565.0
1574,74.0,11563,2006,1537,1537,788.0,Timber,Inside,IR1,8,5,2007,0,8,294000,13.217214581926461,2003884.8530211763,1518.0
1575,71.0,9520,2007,1646,1646,800.0,Timber,Inside,IR1,8,5,2008,0,7,293077,13.21375253592249,2003359.9662150464,1638.0
1576,107.0,12852,2007,920,1780,612.0,Timber,Corner,IR1,8,5,2007,860,6,264966,13.102776388788392,1986534.679850037,920.0
1577,73.0,9802,2006,712,1442,400.0,Timber,Inside,Reg,5,5,2007,730,6,172500,12.631356748785452,1915061.9296602695,352.0
1578,73.0,9735,2006,754,1394,400.0,Timber,Inside,Reg,5,5,2007,640,7,167500,12.599106389221296,1910172.3966475062,384.0
1579,81.0,12018,2008,796,1612,666.0,Timber,Corner,IR1,7,5,2008,816,6,218689,12.89175454401439,1954541.2915473767,796.0
1580,75.0,12890,1989,1495,1495,438.0,Timber,Inside,IR1,6,5,1989,0,8,150000,12.478181728317502,1891838.7988353644,1495.0
1581,47.0,12416,1986,1651,1651,616.0,Timber,Inside,IR1,6,5,1986,0,7,184000,12.702144339930765,1925794.1592687643,1606.0
1582,93.0,18265,1986,1256,1256,578.0,Timber,Corner,Reg,6,5,1986,0,6,180000,12.678033360559553,1922138.651820201,1256.0
1583,85.0,10200,1988,1509,1509,600.0,Timber,Inside,Reg,6,5,1989,0,5,175000,12.647135679309187,1917454.2007153702,1461.0
1584,82.0,11202,2003,1440,1440,467.0,Timber,Inside,IR1,8,5,2003,0,7,232500,12.959044865629073,1964743.2940496982,1432.0
1585,,7915,1999,1675,1675,435.0,Timber,Inside,IR1,6,5,2000,0,6,195000,12.765860133244088,1935454.2213285416,1666.0
1586,85.0,12244,2003,1482,2262,749.0,Timber,Inside,Reg,8,5,2003,780,10,305000,13.257663482744922,2010017.3811093776,1482.0
1587,79.0,11449,2007,1728,1728,520.0,Timber,Inside,IR1,8,5,2007,0,7,298751,13.234866004281583,2006561.015814209,1884.0
1588,85.0,11447,2005,1964,1964,892.0,Timber,Inside,IR1,8,5,2006,0,7,370000,13.470590678900153,2042299.6430433874,1964.0
1589,97.0,8940,1997,1344,1344,784.0,Mitchel,Corner,IR1,7,5,1998,0,8,209200,12.843031374773998,1947154.2872563577,1344.0
1590,78.0,7060,1997,1344,1344,784.0,Mitchel,Inside,Reg,7,5,1998,0,8,206300,12.827702431704576,1944830.2395805595,1344.0
1591,77.0,9278,2007,1092,1092,0.0,Mitchel,FR2,Reg,5,5,2008,0,5,146000,12.448577969617805,1887350.521575199,1092.0
1592,32.0,4500,1997,1189,1189,392.0,Mitchel,FR2,Reg,6,5,1997,0,4,160500,12.552313202472313,1903078.000353217,1189.0
1593,150.0,14137,1964,1200,1200,850.0,Mitchel,Corner,Reg,4,5,1964,0,6,173000,12.634530610841592,1915543.1243976685,1200.0
1594,,4224,1975,1040,1040,499.0,MeadowV,Inside,Reg,5,6,1975,0,6,124000,12.269822633908772,1860249.114739155,1040.0
1595,,2665,1976,616,1304,336.0,MeadowV,Inside,Reg,5,6,1976,688,4,115000,12.18742969204927,1847757.3777574566,264.0
1596,41.0,2665,1976,925,1475,336.0,MeadowV,Inside,Reg,5,7,1976,550,6,129500,12.317300368191145,1867447.2964736265,550.0
1597,21.0,1974,1973,526,988,297.0,MeadowV,Inside,Reg,4,7,2006,462,5,105000,12.088017281578024,1832685.2895870747,526.0
1598,21.0,1596,1973,526,988,297.0,MeadowV,Inside,Reg,4,6,1973,462,4,94900,11.977577998217523,1815941.3980709866,462.0
